id,observed_on,user_login,latitude,longitude,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,field:field site id,field:voucher number,field:voucher specimen taken
294071172,2025-06-29,rpitt,37.895375,-75.3655166667,Amanita flavoconia,Yellow Patches,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita flavoconia,,,,,1_4_3,CBFS_0347 (RP_068),Yes
295729674,2025-07-05,rpitt,37.895595,-75.36525,Amanita amerirubescens,Amanita amerirubescens group,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,2_4_1,CBFS_0349 (RP_069),Yes
295729708,2025-07-05,rpitt,37.8955,-75.365775,Scleroderma citrinum,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,,,,,Scleroderma,,Scleroderma citrinum,,,,,2_4_3,CBFS_0348 (RP_071),Yes
295730416,2025-07-05,rpitt,37.8953583333,-75.3653333333,Amanita flavoconia,Yellow Patches,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita flavoconia,,,,,2_4_1,CBFS_0346 (RP_064),Yes
297727074,2025-07-12,rpitt,37.8996666667,-75.3439166667,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_1_1,CBFS_0351 (RP_072),Yes
297735118,2025-07-12,rpitt,37.89937,-75.3437583333,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_1_1,CBFS_0352 (RP_086),Yes
297735378,2025-07-12,rpitt,37.8993116667,-75.3437883333,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_1_1,CBFS_0353 (RP_073),Yes
297736140,2025-07-12,rpitt,37.8997033333,-75.343445,Phloeomana speirea,Bark Bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Porotheleaceae,,,,,Phloeomana,,Phloeomana speirea,,,,,3_1_2,CBFS_0356 (RP_076),Yes
297737571,2025-07-12,rpitt,37.8993616667,-75.3437633333,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_1_1,CBFS_0354 (RP_074),Yes
297742039,2025-07-12,rpitt,37.8991383333,-75.3437116667,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,3_1_3,CBFS_0357 (RP_078),Yes
297742072,2025-07-12,rpitt,37.8997283333,-75.3440866667,Fungi,Fungi Including Lichens,Fungi,,,,,,,,,,,,,,,,,,,,,,3_1_3,CBFS_0355 (RP_077),No
297743810,2025-07-12,rpitt,37.8954583333,-75.36525,Validae,Amanita Sect. Validae,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,3_4_1,CBFS_0358 (RP_080),Yes
297744050,2025-07-12,rpitt,37.8954383333,-75.3653716667,Amanita farinosa,American Floury Amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita farinosa,,,,,3_4_1,CBFS_0359 (RP_081),Yes
297744599,2025-07-12,rpitt,37.8954416667,-75.3653033333,Validae,Amanita Sect. Validae,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,3_4_1,CBFS_0360 (RP_082),Yes
297744846,2025-07-12,rpitt,37.89552,-75.3651416667,Irpex lacteus,Milk-white Toothed Polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,,,Irpex,,Irpex lacteus,,,,,3_4_2,CBFS_0361 (RP_083),Yes
297745651,2025-07-12,rpitt,37.895155,-75.3735283333,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,3_6_1,CBFS_0363 (RP_085),Yes
297752816,2025-07-12,rpitt,37.9060884285,-75.3342136635,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_3_1,CBFS_0365 (RP_079),No
297754334,2025-07-12,rpitt,37.898683,-75.343827,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,3_1_1,CBFS_0364 (RP_075),No
299510645,2025-07-19,rpitt,37.8997616667,-75.3434533333,Amanita bisporigera,Eastern North American Destroying Angel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita bisporigera,,,,,4_1_2,CBFS_0362 (RP_090),Yes
299515057,2025-07-19,rpitt,37.9025216667,-75.3424,Amanita mutabilis,anise and raspberry limbed-lepidella,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita mutabilis,,,,,4_2_3,CBFS_0364 (RP_091),Yes
299515131,2025-07-19,rpitt,37.9015883333,-75.342645,Pleurotus,Oyster Mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pleurotineae,,Pleurotaceae,,,,,Pleurotus,,,,,,,4_2_3,CBFS_0365 (RP_092),Yes
299516475,2025-07-19,rpitt,37.907855,-75.3343283333,Amanita mutabilis,anise and raspberry limbed-lepidella,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita mutabilis,,,,,4_3_3,CBFS_0366 (RP_093),Yes
299516677,2025-07-19,rpitt,37.9077833333,-75.3343283333,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,4_3_3,CBFS_0367 (RP_094),Yes
299521868,2025-07-19,marinemycoholic,37.899275,-75.3436416667,Amanita flavoconia,Yellow Patches,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita flavoconia,,,,,4_1_1,CBFS_0378 (RP_088),Yes
299522263,2025-07-19,rpitt,37.8953866667,-75.36532,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,4_4_1,CBFS_0368 (RP_095),Yes
299522744,2025-07-19,marinemycoholic,37.8994583333,-75.3439666667,Lepiota atrodisca,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,Leucocoprineae,,Leucocoprinus,,Lepiota atrodisca,,,,,4_1_1,CBFS_0379 (RP_089),Yes
299523148,2025-07-19,rpitt,37.8993633333,-75.3437116667,Amanita,amanita mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,4_1_1,CBFS_0369 (RP_087),Yes
299524886,2025-07-19,marinemycoholic,37.8954777778,-75.365225,Marasmius nigrodiscus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,Marasmius nigrodiscus,,,,,4_4_1,CBFS_0380 (RP_097),Yes
299525433,2025-07-19,marinemycoholic,37.8955,-75.3650583333,Amanita amerirubescens,Amanita amerirubescens group,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,4_4_1,CBFS_0381 (RP_100),Yes
299525639,2025-07-19,marinemycoholic,37.8952388889,-75.3651805556,Amanita flavoconia,Yellow Patches,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita flavoconia,,,,,4_4_2,CBFS_0382 (RP_111),Yes
299530835,2025-07-19,rpitt,37.8954366667,-75.3652283333,Marasmius,pinwheels and parachute mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,,,,,,4_4_1,CBFS_0370 (RP_096),Yes
299531634,2025-07-19,rpitt,37.89538,-75.36522,Pluteus cervinus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Pluteaceae,,,,,Pluteus,,,,,,,4_4_1,CBFS_0371 (RP_098),Yes
299531754,2025-07-19,rpitt,37.89538,-75.365295,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,4_4_1,CBFS_0372 (RP_099),Yes
299533055,2025-07-19,rpitt,37.895455,-75.3650966667,Amanita russuloides,Russula-like Amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita russuloides,,,,,4_4_2,CBFS_0373 (RP_101),Yes
299533477,2025-07-19,rpitt,37.89543,-75.365045,Strobilomyces confusus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Strobilomyces,,Strobilomyces confusus,,,,,4_4_2,CBFS_0374 (RP_102),Yes
299536722,2025-07-19,rpitt,37.8954416667,-75.364975,Marasmius oreades,fairy ring marasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,Marasmieae,,,,Marasmius,,Marasmius oreades,,,,,4_4_2,CBFS_0375 (RP_103),Yes
299538925,2025-07-19,rpitt,37.894505,-75.3736583333,Strobilomyces confusus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Strobilomyces,,Strobilomyces confusus,,,,,4_6_2,CBFS_0376 (RP_105),Yes
299539535,2025-07-19,rpitt,37.8953866667,-75.3655916667,Lanmaoa pseudosensibilis,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Suillelloideae,,,,Lanmaoa,,Lanmaoa pseudosensibilis,,,,,4_4_3,CBFS_0377 (RP_112),Yes
302181648,2025-07-29,hson1,37.90707,-75.3343366667,Phylloporus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Xerocomoideae,,,,Phylloporus,,,,,,,5_3_1,CBFS_0446 (FWF_13),Yes
302182034,2025-07-29,hson1,37.90268,-75.3419283333,Amanita amerirubescens,Amanita amerirubescens group,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_2_1,CBFS_0442 (FWF_09),Yes
302182482,2025-07-29,hson1,37.8951633333,-75.37358,Amanita,amanita mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_6_1,CBFS_0434 (FWF_01),Yes
302188913,2025-07-29,jasperiuss,37.9072972222,-75.3344333333,Amanita mutabilis,anise and raspberry limbed-lepidella,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita mutabilis,,,,,5_3_2,CBFS_0432 (GD_18),Yes
302189337,2025-07-29,gcorrao1,37.8997583333,-75.343505,Scleroderma citrinum,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,,,,,Scleroderma,,Scleroderma citrinum,,,,,5_1_2,CBFS_0425 (GD_12),Yes
302189825,2025-07-29,jasperiuss,37.9025,-75.3421,Boletoideae,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Boletoideae,,,,,,,,,,,5_2_2,CBFS_0429 (GD_15),Yes
302190048,2025-07-29,gcorrao1,37.895375,-75.3656533333,Amanita flavoconia,Yellow Patches,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita flavoconia,,,,,5_4_3,CBFS_0421 (GD_08),Yes
302190858,2025-07-29,devlinolin,37.8944033333,-75.3737716667,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_6_3,CBFS_0414 (GD_03),Yes
302191081,2025-07-29,jasperiuss,37.8996777778,-75.3438138889,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_1_2,CBFS_0426 (GD_13),Yes
302191357,2025-07-29,devlinolin,37.8942083333,-75.3738166667,Amanita mutabilis,anise and raspberry limbed-lepidella,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita mutabilis,,,,,5_6_3,CBFS_0419 (GD_06),Yes
302191819,2025-07-29,jasperiuss,37.8957111111,-75.3656972222,Scleroderma citrinum,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Sclerodermataceae,,,,,Scleroderma,,Scleroderma citrinum,,,,,5_4_3,CBFS_0422 (GD_09),Yes
302193110,2025-07-29,devlinolin,37.8999033333,-75.3435883333,Tylopilus felleus,Bitter Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Boletoideae,,,,Tylopilus,,Tylopilus felleus,,,,,5_1_2,CBFS_0423 (GD_10),Yes
302193887,2025-07-29,devlinolin,37.8999166667,-75.3435666667,Amanita,amanita mushrooms,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_1_2,CBFS_0424 (GD_11),Yes
302193927,2025-07-29,jasperiuss,37.8944861111,-75.3739861111,Amanitina,Amanita subg. Amanitina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_6_3,CBFS_0418 (GD_04),Yes
302194372,2025-07-29,gcorrao1,37.8959783333,-75.3721783333,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,5_5_3,CBFS_0420 (GD_07),Yes
302194431,2025-07-29,devlinolin,37.907425,-75.3343666667,Phylloporus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Xerocomoideae,,,,Phylloporus,,,,,,,5_3_2,CBFS_0433 (GD_19),Yes
302221781,2025-07-29,keaganups,37.8941716667,-75.3740466667,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,5_6_3,CBFS_0412 (GD_01),Yes
302222064,2025-07-29,keaganups,37.8942383333,-75.3739383333,Strobilomyces,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Strobilomyces,,,,,,,5_6_3,CBFS_0413 (GD_02),Yes
302222486,2025-07-29,keaganups,37.9028133333,-75.3421333333,Boletaceae,boletes,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,,,,,,,,5_2_2,CBFS_0428 (RP_14),Yes
302223111,2025-07-29,keaganups,37.9027033333,-75.3422166667,Gyroporus subalbellus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Sclerodermatineae,,Gyroporaceae,,,,,Gyroporus,,Gyroporus subalbellus,,,,,5_2_2,CBFS_0430 (GD_16),Yes
302223386,2025-07-29,keaganups,37.90728,-75.3343666667,Amanita amerirubescens,Amanita amerirubescens group,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_3_2,CBFS_0431 (GD_17),Yes
302228700,2025-07-29,conor88686,37.89501944,-75.37368889,Amanita russuloides,Russula-like Amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita russuloides,,,,,5_6_2,CBFS_0448 (MM_15),Yes
302233679,2025-07-29,conor88686,37.89967778,-75.34401667,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_1_3,CBFS_0449 (MM_03),Yes
302234299,2025-07-29,johnkarwowski,37.894695,-75.3736716667,Amanita mutabilis,anise and raspberry limbed-lepidella,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita mutabilis,,,,,5_6_2,CBFS_0447 (MM_01),Yes
302235224,2025-07-29,johnkarwowski,37.8963666667,-75.3269366667,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_1_3,CBFS_0450 (MM_04),Yes
302236015,2025-07-29,conor88686,37.90256944,-75.34253056,Agaricineae,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,,,,,,,,,,,,5_2_3,CBFS_0452 (MM_07),Yes
302238011,2025-07-29,johnkarwowski,37.90248,-75.3423466667,Strobilomyces,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Strobilomyces,,,,,,,5_2_3,CBFS_0453 (MM_08),Yes
302239420,2025-07-29,johnkarwowski,37.9025,-75.34268,Boletaceae,boletes,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,,,,,,,,5_2_3,CBFS_0456 (MM_11),Yes
302240614,2025-07-29,johnkarwowski,37.90775,-75.334245,Agaricales,Common Gilled Mushrooms and Allies,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,,5_3_3,CBFS_0459 (MM_14),Yes
302241145,2025-07-29,conor88686,37.90252222,-75.342475,Amanita brunnescens,Brown American Star-footed Amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita brunnescens,,,,,5_2_3,CBFS_0455 (MM_10),Yes
302253722,2025-07-29,tristan120r,37.8948283333,-75.3737633333,Amanita amerirubescens,Amanita amerirubescens group,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,,,,,,5_6_2,MM_02,No
302255202,2025-07-29,tristan120r,37.8996883333,-75.34413,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_1_3,MM_06,No
302255797,2025-07-29,tristan120r,37.8997216667,-75.344125,Russula brevipes,Short-stemmed Russula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,,5_1_3,CBFS_0451 (MM_05),Yes
302256135,2025-07-29,tristan120r,37.9024966667,-75.34243,Phylloporus leucomycelinus,Gilled Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Xerocomoideae,,,,Phylloporus,,Phylloporus leucomycelinus,,,,,5_2_3,CBFS_0454 (MM_09),Yes
